contrast-1-0,correlation-1-0,dissimilarity-1-0,contrast-1-45,correlation-1-45,dissimilarity-1-45,contrast-1-90,correlation-1-90,dissimilarity-1-90,contrast-1-135,correlation-1-135,dissimilarity-1-135,Class
6.59259002,0.99859589,0.99872335,20.85262877,0.99556449,1.47693993,14.40472203,0.99693348,1.18960674,16.26787622,0.9965397,1.45605963,4
7.01677389,0.99819691,1.01794255,17.03978652,0.99562715,1.44898235,13.50682183,0.99653098,1.16917598,17.8773838,0.9954122,1.45747547,4
4.58453863,0.99887036,0.93574509,13.96834733,0.99656254,1.38223108,10.82050253,0.9973351,1.11343993,13.66493598,0.9966372,1.36395841,4
6.62688412,0.99857015,1.10575187,19.22134851,0.99585818,1.54751764,15.44974302,0.99666807,1.24885403,18.03092254,0.99611469,1.52468066,4
6.60401046,0.99856245,0.99129486,22.9416163,0.99501253,1.49240409,17.33267417,0.99622896,1.22030691,19.58202131,0.9957429,1.4733897,4
5.50346354,0.99883439,1.02825218,17.84081335,0.99622617,1.50305478,13.11985276,0.9972227,1.19221895,13.88773316,0.99706236,1.4311211,4
7.97216822,0.99844342,1.14619396,19.7817111,0.99614235,1.57844404,13.50404757,0.99736464,1.2381081,17.26673852,0.99663279,1.56134963,4
8.18839481,0.9983656,1.02411174,27.05248661,0.994607,1.54536587,19.59956476,0.99608962,1.20766067,22.49033538,0.99551648,1.47251276,4
5.23439091,0.99879354,1.00582014,16.24259194,0.99626104,1.47038031,12.81398166,0.9970479,1.17811613,14.94796152,0.99655905,1.43669948,4
2.91373924,0.99935026,0.74918618,9.32935429,0.99792234,1.13380966,6.01440186,0.99865952,0.92003064,7.61542013,0.99830403,1.14201498,4
7.85318122,0.9987065,1.11335971,19.13829863,0.99685132,1.53600547,13.32474881,0.9978062,1.21978601,18.03940021,0.99703211,1.57245424,4
7.05710389,0.99870134,0.93481641,10.30790225,0.99810445,1.2370039,4.80235236,0.99911584,0.93168757,11.26294298,0.99792883,1.26995845,4
7.5793491,0.99818363,1.0855048,19.73619747,0.99527624,1.50501146,15.54135927,0.99627755,1.24918586,20.20141082,0.99516489,1.56953177,4
5.86624664,0.99724234,1.00279822,13.90405688,0.99347297,1.36969518,9.76192084,0.99541351,1.06384469,11.83439666,0.99444453,1.33144619,3
6.18544232,0.99769331,0.90524623,13.96373666,0.99479984,1.25146558,10.54142294,0.99607048,1.01785907,14.3378706,0.99466051,1.28218917,3
3.92094403,0.99811883,0.8102109,11.05269908,0.99470438,1.21587443,7.91923,0.99620228,0.97381235,10.15515546,0.99513442,1.20843402,3
6.19201649,0.99667625,0.98342089,13.34321139,0.99284744,1.36448573,10.14179027,0.99455867,1.13341732,13.55702097,0.99273283,1.40284675,3
3.39035453,0.99830744,0.7922105,11.65382171,0.99418997,1.21399501,9.39859859,0.99531014,0.98302645,11.47665985,0.99427829,1.18733352,3
3.81845128,0.99852867,0.83031912,10.76203225,0.99585874,1.18539809,7.93713151,0.99694303,0.91771554,10.31891801,0.99602925,1.1652827,3
5.46423833,0.99820448,0.9168248,14.36271834,0.99528702,1.28464226,9.9418466,0.99673458,1.01414334,11.65210261,0.99617648,1.26951226,3
4.38272548,0.99852262,0.88292218,11.70044214,0.99606134,1.24220756,9.19474626,0.99690181,1.00001158,11.69907652,0.9960618,1.23661565,3
4.66423871,0.9983266,0.89596061,9.79238111,0.99649161,1.20990394,6.89119992,0.99752868,0.94050384,9.96947537,0.99642816,1.21720529,3
3.56769917,0.99835411,0.82212696,10.69015458,0.99507534,1.14550726,8.18650258,0.99622524,0.90261336,9.41589452,0.99566235,1.13322439,3
4.98284041,0.99768191,0.85563424,13.16219797,0.99388549,1.1736522,11.21049474,0.99478732,0.94396878,14.52890694,0.99325058,1.19465804,3
4.84915648,0.99727313,0.87646371,9.74479876,0.99452782,1.19008215,6.81464533,0.99616972,0.94650188,9.82922778,0.99448041,1.21527371,3
6.73384322,0.99749804,1.02702567,16.40130536,0.99391455,1.41570523,11.54215798,0.99571311,1.10990169,13.09047484,0.99514298,1.33408085,3
4.83353968,0.99786131,0.86945949,14.25149069,0.9937029,1.24115485,11.30760163,0.99499894,0.99599295,13.7818946,0.9939104,1.21901903,3
5.14038732,0.99787594,0.94306558,11.97467709,0.99505884,1.28413233,9.19952309,0.99620034,1.03870077,11.39887737,0.99529644,1.29156695,3
3.7383385,0.99829215,0.82704843,10.2700898,0.99531471,1.18485918,8.27565903,0.99622105,0.95039125,10.57849619,0.99517401,1.18310917,3
4.7868339,0.99804312,0.83437085,10.19704354,0.99583721,1.14036541,6.48624251,0.99734954,0.8795974,9.13148211,0.99627221,1.12197878,3
4.1306003,0.99805859,0.84689824,8.89882039,0.99582333,1.13196114,7.60491071,0.99642743,0.90385966,11.44880078,0.99462649,1.19198282,3
3.36890601,0.99841202,0.79261162,9.43912554,0.99555698,1.12613359,6.97655575,0.99671313,0.88345398,8.43150356,0.99603127,1.09623479,3
4.51354948,0.99814863,0.86264618,11.37602301,0.99534041,1.20137026,9.37435177,0.99615654,0.97541749,12.15114745,0.99502292,1.21343872,3
5.05301382,0.99787228,0.8759141,10.48135936,0.99559272,1.1822728,7.16276508,0.99698537,0.92031231,10.20220663,0.9957101,1.19125268,3
2.93072526,0.99837271,0.74025348,9.67112087,0.99463759,1.07813209,7.374591,0.99590776,0.8705087,8.12505384,0.99549484,1.06440441,3
6.09365068,0.99670612,0.89873955,13.93867645,0.99247621,1.20906757,10.69925878,0.99421961,0.95795584,13.90643465,0.99249361,1.22210182,3
6.52224498,0.99780545,1.01816046,15.99504165,0.99462558,1.471744,12.29599526,0.99586461,1.22933194,15.8074493,0.99468861,1.4888867,3
4.73842528,0.9981912,0.91984865,11.07444665,0.99577841,1.3017077,7.92479203,0.99697574,0.99825017,10.66784106,0.99593341,1.2445351,3
7.89447376,0.99720581,1.05716391,17.39795987,0.99385057,1.42358797,12.62794404,0.99553177,1.14359798,15.81506742,0.99441005,1.41517404,3
5.32400722,0.99807979,0.89753618,13.46535436,0.99515017,1.24904918,8.90971686,0.99678734,0.95313272,10.89937089,0.99607436,1.1977447,3
8.05166775,0.99676568,1.03873924,18.41535175,0.99261277,1.42960482,13.83640534,0.99444456,1.14676388,17.14212315,0.99312347,1.41624027,3
3.95853389,0.99872279,0.83394659,14.02418521,0.99548127,1.28088149,10.58116743,0.99658731,1.02856448,12.08942793,0.99610467,1.24105441,3
10.159971,0.99696121,1.19087676,22.47518799,0.99328692,1.58143412,15.44764979,0.99538145,1.24594664,19.98220636,0.99403154,1.57762699,3
5.78408582,0.99821687,0.99562043,13.40961112,0.99587166,1.36032512,9.21201306,0.99716137,1.07198805,12.16278324,0.99625552,1.34633861,3
8.11740566,0.99631986,1.05019053,16.74041216,0.99242117,1.3772708,13.23958591,0.99400191,1.12409325,17.96662823,0.99186602,1.42534377,3
7.60904571,0.99704483,1.10857902,16.99660623,0.99340756,1.52555567,12.54229689,0.99513138,1.23928494,16.08654409,0.99376054,1.53775354,3
6.78161352,0.99780392,1.07232366,17.88280766,0.9942167,1.50997947,13.44490639,0.99564836,1.20006135,17.0544375,0.99448459,1.50096675,3
7.85034443,0.99774222,1.03957813,22.70834227,0.9934776,1.51233599,16.55186404,0.9952422,1.21511722,20.51537049,0.99410748,1.51801867,3
2.0281249,0.999148,0.68725894,4.27225316,0.99820768,0.99304634,2.9497681,0.9987616,0.77958892,4.68258475,0.99803553,1.02616121,3
4.78182758,0.99765227,0.93516847,11.00532534,0.99460382,1.32823785,8.35316474,0.99590101,1.0781385,11.34435295,0.99443759,1.35015539,3
4.86154116,0.9981587,0.95399619,16.9292272,0.9935966,1.45675113,12.31263119,0.99533929,1.15910143,13.0143342,0.99507739,1.35385436,3
2.05108342,0.99916375,0.62475894,6.06096428,0.99753229,0.99935679,4.53520303,0.99815216,0.82094819,6.21271052,0.99747051,1.02334884,3
4.93415409,0.99826297,0.95778179,17.40741878,0.99388007,1.44063796,13.79045445,0.99514672,1.1618892,15.59831412,0.9945161,1.41031807,3
6.27720888,0.99732069,0.94291902,13.23725887,0.99435774,1.26877826,9.15700241,0.99609415,0.98748688,12.62187351,0.99462004,1.28232438,3
5.48926996,0.99757834,0.96035438,13.81081796,0.99391557,1.34435875,9.8979195,0.99563668,1.05918169,11.50494193,0.99493143,1.28223552,3
4.19952405,0.99833027,0.84561773,7.97555789,0.99683295,1.13675337,6.17960358,0.99754419,0.94609095,10.2334556,0.99593635,1.24868218,3
7.23871841,0.99718311,1.0627102,16.51970686,0.99358019,1.4270706,11.9234647,0.9953628,1.15965513,14.97328249,0.99418115,1.45063964,3
5.19632085,0.99773349,0.87721968,12.63930402,0.99449454,1.22047157,8.48880263,0.99629954,0.93889678,10.58315901,0.99539016,1.18675985,3
6.25519532,0.99750144,1.02557546,14.42914511,0.99424429,1.38079979,11.0270153,0.99559771,1.10596409,14.13195535,0.99436284,1.39106223,3
4.59378761,0.99818948,0.93717216,14.24849869,0.99439175,1.39876534,10.825698,0.99573531,1.11382771,12.15980283,0.99521386,1.31663682,3
5.41528781,0.99768052,1.01256017,13.64420055,0.99416352,1.40540802,10.11843283,0.99566814,1.09317508,13.12163882,0.99438705,1.37346561,3
5.95198865,0.99774021,1.03826869,12.33513549,0.99532294,1.3807457,9.64876065,0.99633841,1.09273907,14.46452764,0.99451555,1.42625354,3
4.68331135,0.99826488,0.91344418,11.89652954,0.99559825,1.38231028,9.17315023,0.99660301,1.13052537,12.8335854,0.99525154,1.39981418,3
6.77968118,0.9979655,1.02894451,17.59422885,0.99472714,1.51898253,14.44052314,0.99566856,1.27423332,19.21325136,0.99424194,1.55299944,3
7.03564018,0.99788217,1.08748534,15.49724461,0.99534144,1.53503389,11.88428162,0.99642434,1.23163161,16.63164147,0.99500043,1.53992849,3
3.5543059,0.99886303,0.81638588,12.8292046,0.99590143,1.29550929,10.10991905,0.9967674,1.0685945,12.53410673,0.99599571,1.30841219,3
3.8695077,0.99829657,0.8494824,11.1436317,0.99510092,1.29345216,8.24635758,0.99637093,1.03329115,9.79035682,0.99569586,1.22226987,3
5.10835146,0.99805491,0.96339558,14.77474199,0.99438145,1.36730582,12.1630236,0.99537089,1.11654795,15.23782289,0.99420535,1.39270793,3
5.31070652,0.99774308,0.96244677,12.84242041,0.99454962,1.38698082,9.89556195,0.99579693,1.12898197,12.99215782,0.99448607,1.40078963,3
5.85389089,0.99783722,1.04964285,14.51025955,0.99464578,1.47339549,10.19981634,0.99623328,1.15047382,13.03186321,0.9951913,1.44638632,3
4.78846347,0.99771697,0.93132116,11.87805019,0.99434423,1.35776965,9.44416363,0.99549952,1.12147719,12.75649057,0.99392596,1.39063728,3
9.74298227,0.99707982,1.2255257,23.26409227,0.99303658,1.72876285,18.98396407,0.9943127,1.39581275,24.51668395,0.99266166,1.68143354,3
11.13522864,0.99669513,1.36658798,22.42414427,0.99335331,1.80738942,16.58123688,0.99508093,1.46222913,22.78963248,0.99324498,1.84312737,3
3.91313948,0.99901079,0.79347365,15.64913379,0.99604919,1.29671459,11.8104685,0.99701595,1.0463078,13.60387512,0.99656554,1.2448963,3
3.65053689,0.99887333,0.84424465,12.41568205,0.99617332,1.26810801,9.01858254,0.99721796,0.9974148,10.50907356,0.99676096,1.24280827,3
4.17438057,0.99852689,0.88642044,11.89058417,0.99580969,1.29204018,8.96806705,0.99683717,1.04681519,10.65345278,0.99624566,1.28241516,3
4.6797456,0.99871745,0.89526058,16.27813093,0.99554457,1.33242163,13.07411216,0.99641848,1.08902141,15.58865433,0.99573328,1.34995065,3
5.25297564,0.99805176,0.9560828,14.34170477,0.99468816,1.36997332,10.81141576,0.99599187,1.08533847,12.2138598,0.99547627,1.29256944,3
7.27373376,0.99720212,1.05611674,15.00229084,0.99423703,1.41475489,11.74104828,0.99548654,1.16042876,15.9659599,0.99386684,1.46988196,3
5.052362,0.99811793,0.95391326,14.98459958,0.99442557,1.3647407,11.96882138,0.99554419,1.08444522,14.61612322,0.99456264,1.3467172,3
5.96224236,0.99797972,0.94556103,13.61386907,0.99539326,1.36183754,10.70762401,0.99637371,1.11101486,14.6009372,0.99505925,1.37185854,3
5.75547495,0.99824133,0.95546183,15.73403024,0.9951987,1.41488045,12.85919172,0.99607275,1.16331492,16.98631288,0.99481656,1.42597733,3
4.02938806,0.99813343,0.86565267,9.13067858,0.99577605,1.24685878,6.59760657,0.99694547,0.99778715,9.12953702,0.99577657,1.24668687,3
2.46867575,0.99903901,0.66849679,9.20027699,0.9964236,1.09092296,6.46435131,0.99748532,0.87614983,7.72265715,0.99699799,1.07094085,3
4.02852988,0.99860607,0.92524839,12.90110544,0.99554194,1.3786287,10.41964286,0.99639642,1.11247145,12.46466092,0.99569275,1.34562779,3
5.90698571,0.99777239,1.01154386,13.9474342,0.99474736,1.39696318,11.74540838,0.995573,1.18442477,15.79967472,0.9940498,1.49281359,3
6.27590716,0.99772372,1.01517325,13.32306316,0.99517429,1.35059579,11.20462982,0.99593826,1.09862907,15.55620199,0.99436543,1.41611279,3
7.71135911,0.99756486,1.1107312,20.33846166,0.99358608,1.59124071,15.85449593,0.99499593,1.25956908,18.76738656,0.99408153,1.52876594,3
6.05333009,0.99761651,0.98237758,13.60377854,0.99465081,1.37973163,10.56115531,0.99584349,1.12376335,13.62232163,0.99464351,1.38677028,3
8.1920782,0.99686494,1.03685897,18.12758034,0.99307212,1.39554155,14.33853524,0.99451505,1.12980962,18.72975568,0.99284198,1.39521318,3
3.65119643,0.998264,0.85187756,8.16903381,0.99612129,1.18764064,5.597813,0.9973398,0.94463437,7.45131955,0.99646206,1.18616492,3
4.21882425,0.99817834,0.88774337,12.35209083,0.99467371,1.25891759,9.3459725,0.99596662,1.01418771,10.87197154,0.99531194,1.24062753,3
5.36157395,0.9975712,0.89899796,10.85748088,0.99508829,1.21818652,6.70355908,0.99696479,0.94033986,9.17123387,0.99585111,1.18191546,3
5.53226534,0.99784732,0.85742194,16.49005337,0.99359241,1.22143543,13.03395095,0.99493032,0.98147919,15.63864535,0.99392325,1.20353555,3
5.26751057,0.99744583,0.89830371,11.24057731,0.99455709,1.23682233,7.58763813,0.99632268,0.97917953,10.42989842,0.99494964,1.23940871,3
4.9063416,0.99756864,0.9229535,12.0195224,0.99405194,1.2555354,9.4447617,0.99532196,0.99060069,11.66963163,0.99422509,1.24053288,3
4.74970687,0.99783136,0.91969823,10.85303827,0.99505132,1.24467224,8.29555153,0.99621473,0.979112,11.34399368,0.99482745,1.24651882,3
4.57067288,0.9982292,0.8988109,12.48663256,0.99516886,1.25616703,10.48599364,0.99593923,1.02550855,13.95351479,0.99460131,1.30618702,3
3.66973487,0.99863489,0.79123276,10.84834841,0.99597,1.16907051,8.27230599,0.99692427,0.93469873,10.25814689,0.99618925,1.14652713,3
5.9715974,0.99833966,1.02304915,19.19683299,0.99466949,1.52379407,15.05695726,0.9958155,1.2475595,17.06697147,0.9952609,1.48110053,3
6.07591641,0.99790717,0.99203153,14.01153921,0.99518032,1.34761924,11.01674589,0.99620694,1.10958915,13.74083904,0.99527344,1.36770952,3
4.39114714,0.99783516,0.90884669,11.90303122,0.99413999,1.27655284,9.46073396,0.99533835,1.01642757,11.41790529,0.99437882,1.25967863,3
5.02291609,0.99719145,0.88386906,11.9430418,0.99333142,1.18954324,10.34220081,0.99422024,0.97078922,14.06558267,0.99214627,1.24401551,3
5.82500231,0.99767252,0.95621201,11.57305882,0.99538214,1.26367505,8.11898653,0.99675728,0.99570356,11.39753879,0.99545218,1.26444188,3
4.58169991,0.99787445,0.89465311,11.41497509,0.99471171,1.22493157,8.77194522,0.99593258,0.96585034,10.79040704,0.99500105,1.20920278,3
4.40197746,0.99782077,0.85901486,10.59557709,0.99476194,1.17200843,8.82923432,0.99563118,0.93912829,12.11926106,0.99400869,1.19665336,3
6.77454758,0.9972795,0.9915552,18.87148092,0.99243172,1.43026155,13.98522387,0.99438641,1.18450387,15.65899639,0.99372007,1.4249478,3
5.62684941,0.99798153,0.93641234,12.71951834,0.99544337,1.32877869,10.34011529,0.99629243,1.10423741,13.64897347,0.9951104,1.34693353,3
7.67417423,0.99684304,1.03491121,16.66643874,0.99315291,1.44885294,11.54129368,0.99525434,1.16118502,15.28368227,0.99372098,1.44336148,3
6.97092243,0.9973324,1.00396495,21.30721462,0.99185701,1.47234085,16.10955635,0.99383801,1.19176171,17.99432504,0.9931231,1.41485727,3
7.5675044,0.99744767,1.084367,15.86756176,0.99465553,1.44265452,13.14830728,0.99556713,1.19234049,18.15887567,0.99388378,1.49833981,3
4.63311117,0.99783231,0.83290907,11.82151887,0.99447653,1.19203497,8.67187114,0.99594475,0.9492665,11.23069925,0.99475258,1.19149606,3
8.12547248,0.99676164,1.05391828,18.77171329,0.99252848,1.47563225,14.18999066,0.99434751,1.20819121,17.10190781,0.99319309,1.45152237,3
7.28750887,0.99718191,1.01837453,14.23632785,0.99450209,1.35505193,10.97587086,0.99575763,1.10621875,15.49684285,0.99401529,1.41285423,3
7.77698903,0.9971212,1.02086805,16.69163996,0.99382942,1.38947061,11.66028406,0.99568575,1.10779687,15.06009121,0.99443257,1.37996728,3
3.07070567,0.99885309,0.69435188,8.17593338,0.99695038,1.06567732,5.4784985,0.99795459,0.8520207,7.67736951,0.99713635,1.05239003,3
4.71925237,0.99811765,0.85687232,12.82573743,0.99489113,1.20650438,9.08887671,0.99637636,0.94949608,10.0918366,0.99598012,1.156608,3
9.85657533,0.99600148,1.12088463,18.86738405,0.99235647,1.51211965,12.70765295,0.9948474,1.1890434,17.82981691,0.99277681,1.50128739,3
5.35104639,0.99728516,0.87680313,13.43623591,0.99319246,1.2133518,9.38140318,0.9952428,0.96113139,10.92937786,0.99446257,1.19750325,3
4.10141666,0.99826772,0.81518058,12.64844035,0.99466456,1.25236183,9.04700619,0.99618061,1.00840189,10.76667381,0.99545834,1.21389843,3
5.93775263,0.99664013,0.968103,12.21920639,0.99309498,1.33546193,9.02530598,0.99489559,1.087451,11.83779623,0.99331051,1.34541532,3
2.71237735,0.99897951,0.70362206,8.54905324,0.99678793,1.08680292,5.77426225,0.99782838,0.84019246,7.10582311,0.99733019,1.01830358,3
5.21393749,0.99791251,0.87213428,15.59264496,0.99376537,1.31233521,12.25217812,0.99509676,1.08239636,15.0811917,0.99396987,1.30677615,3
3.62381013,0.99833609,0.80133026,9.62302086,0.99558747,1.18424494,7.10518081,0.99673908,0.95346069,9.20143014,0.99578078,1.18841134,3
3.71101584,0.99820497,0.81550457,9.63384153,0.99534637,1.20447623,7.08971208,0.99657235,0.98217565,8.63746516,0.99582767,1.18702061,3
5.62800264,0.99773967,0.93546739,15.26096119,0.99387886,1.32675826,11.51273691,0.99537813,1.07404464,14.1142409,0.99433881,1.32834601,3
4.83393116,0.9979427,0.87504243,11.75268923,0.99500471,1.30742709,9.56415337,0.9959313,1.09994096,13.2179586,0.99438192,1.33174751,3
4.80554784,0.99820958,0.98412864,12.22950167,0.99544962,1.4021398,9.08527673,0.99661652,1.11277241,11.8443771,0.99559291,1.37272968,3
6.18035114,0.99729597,1.01407017,15.84116103,0.99307825,1.42964731,11.96692107,0.9947666,1.16882485,14.66373261,0.99359272,1.41968427,3
5.31020126,0.99735364,0.9148404,11.27717094,0.99438772,1.24543908,9.45976741,0.99528796,1.02093237,13.23677018,0.99341248,1.29059151,3
5.86901787,0.9976847,0.98533972,14.65614153,0.99422601,1.41421792,11.58062724,0.99543346,1.13684946,15.60821536,0.99385092,1.41321543,3
3.15619697,0.99855455,0.74304784,10.49101336,0.99520184,1.16692839,7.76167968,0.99644695,0.94834239,9.54502784,0.99563449,1.14834474,3
5.23348645,0.99771093,0.9372223,13.51209454,0.99409802,1.39184645,9.34232814,0.99591592,1.12674211,12.03532073,0.99474307,1.37700232,3
4.72933252,0.99662749,0.91376817,12.23530025,0.99128669,1.26162951,9.72718082,0.99306723,1.00521283,11.90213304,0.99152394,1.2538588,3
5.05497123,0.99737583,0.92947754,9.80097467,0.99491903,1.2372917,6.00247523,0.99688556,0.96310694,8.78563799,0.99544539,1.23006183,3
4.32237187,0.99771742,0.82994307,10.06705839,0.99469094,1.14682266,8.4489173,0.99554034,0.91518629,12.0091035,0.99366676,1.14657928,3
6.14063995,0.9970202,0.97395785,13.24655939,0.99358038,1.36367061,9.14061535,0.99556641,1.07847034,12.8875458,0.99375437,1.35693714,3
8.19370005,0.9954996,1.10714616,16.50386218,0.99094682,1.52317983,11.62679613,0.99361745,1.24633249,15.45599009,0.99152162,1.53558246,3
4.16230445,0.99726728,0.85948733,8.50252746,0.99442498,1.22524835,5.18925562,0.99659491,0.95624846,7.52508243,0.99506587,1.2035568,3
7.68724158,0.996511,1.00709101,21.47155084,0.990267,1.49383732,14.90623842,0.99323752,1.19189869,18.13842032,0.99177789,1.45260405,3
3.41834251,0.9982197,0.77025865,10.94068335,0.99430929,1.2231101,8.41557407,0.9956191,1.0188044,10.13297136,0.99472941,1.20997734,3
4.61534797,0.99711712,0.89897289,10.84874052,0.99323246,1.32853145,8.43792444,0.9947323,1.10367406,11.23177707,0.99299351,1.34297767,3
6.84381075,0.99596592,1.02891751,14.1398323,0.99167629,1.38969854,10.04719333,0.99408066,1.10725475,12.12560434,0.992862,1.3426918,3
3.62057415,0.9980548,0.85087669,8.90472714,0.99522217,1.24064298,6.13175238,0.99670788,0.96457124,8.28338867,0.99555555,1.19596765,3
6.61987604,0.99608744,0.98755554,13.0464601,0.99229966,1.31871906,9.79286602,0.99421505,1.07830635,13.1908683,0.99221442,1.34373678,3
4.98579484,0.99698837,0.93032414,12.11412887,0.99269222,1.31524223,9.05544859,0.9945331,1.04501134,10.52884127,0.99364853,1.25846173,3
4.71498272,0.99712623,0.90524237,9.50681169,0.99421349,1.21391196,6.99209007,0.99574045,0.96058541,10.22225055,0.99377802,1.24545839,3
3.10264703,0.99821748,0.73075187,8.6741998,0.99502317,1.07959429,6.1191563,0.9964863,0.86958074,7.71151391,0.99557551,1.06615248,3
7.28359985,0.99589031,1.00041848,14.39617703,0.99188828,1.33779913,9.78918501,0.99447917,1.06288778,13.06954432,0.99263579,1.3387089,3
4.89282491,0.99754909,0.90294941,12.29937823,0.99384757,1.24611513,10.11709972,0.99493459,1.00528422,13.6611134,0.9931664,1.28856722,3
3.24321562,0.99773383,0.81105171,6.54945887,0.99542999,1.12480853,4.39720567,0.996929,0.88703852,6.27259505,0.99562317,1.12821196,3
5.8757791,0.99727757,0.94023265,14.73781613,0.99318088,1.35489161,11.30550261,0.99476399,1.09429598,14.77666584,0.99316291,1.32554523,3
2.82992186,0.99837425,0.74613726,6.935951,0.99602097,1.09053472,4.19804528,0.99758943,0.84564452,5.52590142,0.99682989,1.03576499,3
4.68895407,0.9973653,0.91596277,11.90079639,0.99332262,1.27102275,9.00699932,0.9949414,0.9985029,10.59809006,0.99405355,1.22655796,3
6.79861883,0.99655438,1.04708761,16.05998497,0.99187143,1.45026878,12.30859134,0.99376594,1.18609551,15.59278403,0.9921079,1.46700778,3
4.53182565,0.99732872,0.9127075,9.53198587,0.99438932,1.23245698,7.29238178,0.99570351,0.97570302,10.13048735,0.99403704,1.2288488,3
4.93331906,0.99719321,0.92353783,11.99694812,0.99318405,1.2550274,9.51733046,0.99458768,0.98236472,11.74169086,0.99332907,1.23120725,3
4.68013322,0.99711214,0.89838278,11.84438482,0.99270183,1.2127646,10.54948721,0.99349373,0.9892097,14.14198021,0.99128612,1.26367118,3
3.45423725,0.99789527,0.81878491,9.326455,0.99432536,1.16263837,6.53106479,0.99602246,0.88240832,8.10803283,0.99506671,1.11098234,3
6.76949304,0.99642591,1.02090854,18.73266076,0.99012315,1.47916703,13.96460018,0.99263046,1.18287944,16.01138469,0.99155795,1.41952008,3
8.13490466,0.99588355,1.10058549,17.2487807,0.99128355,1.53870581,12.46677252,0.99369436,1.24375502,16.24965183,0.99178844,1.52469805,3
4.86575103,0.99776303,0.9052578,11.07144306,0.99491713,1.28925872,9.21205164,0.99576663,1.06624275,12.31580238,0.99434585,1.30717792,3
1.9308429,0.99889286,0.59036263,6.51287296,0.99627083,0.995399,4.40055485,0.99747779,0.81289743,5.28375567,0.9969746,0.97311252,3
3.87518706,0.99813546,0.81062938,9.33820862,0.99551317,1.16530201,6.82827355,0.99671609,0.93077463,9.32601461,0.99551903,1.16431884,3
6.65662316,0.99695196,1.01194113,13.1555862,0.99398441,1.35990018,10.12773568,0.99536459,1.09509276,13.96640996,0.99361365,1.38170763,3
6.66334004,0.99710518,1.05090986,16.29557496,0.99292994,1.47915737,11.66070271,0.9949368,1.18797845,14.08374331,0.99388958,1.45136591,3
3.92600821,0.99786863,0.82957666,9.30930264,0.99495307,1.18633876,6.61457626,0.99641071,0.93101965,9.33109078,0.99494125,1.18225156,3
4.49926525,0.99739485,0.89420956,11.86945083,0.99313675,1.28209066,9.32241442,0.9946049,1.03762231,11.65550797,0.99326046,1.27023274,3
3.74898176,0.99768111,0.82433892,9.20994064,0.9943111,1.15848356,5.91987437,0.99634024,0.87737298,7.63898144,0.99528147,1.11541337,3
10.84576044,0.99458692,1.13699512,21.17152554,0.98944771,1.56020034,14.77788346,0.99262893,1.251827,18.84836966,0.99060553,1.50778906,3
3.65189261,0.99846197,0.83990751,11.9290012,0.99498265,1.21742935,8.79241264,0.99629872,0.95725167,9.70747499,0.99591703,1.16187154,3
9.6654633,0.99619889,1.13591903,20.02099619,0.99213702,1.53149332,14.61834794,0.99425362,1.25385464,18.71664803,0.99264928,1.54757172,3
3.34313578,0.99787284,0.8369608,8.41245439,0.99465481,1.1939762,6.68503828,0.99574907,0.97057121,8.98426735,0.99429148,1.21065146,3
4.05783887,0.99726923,0.88939029,8.98979744,0.99395865,1.20754742,6.12666494,0.9958793,0.9654722,7.8234292,0.99474247,1.21090063,3
5.96245063,0.99721121,0.96921573,11.5430982,0.99460839,1.26801143,8.0047093,0.99625801,1.0141279,11.24297246,0.99474857,1.29104929,3
6.11983168,0.995198,0.98372366,10.93571728,0.99143122,1.28321097,7.29418948,0.99427959,1.01134592,10.88203116,0.99147327,1.32879221,3
4.16952853,0.99851912,0.83543537,10.3692683,0.99632205,1.20721906,6.83754746,0.99757269,0.96302977,10.06380562,0.9964304,1.23603811,3
5.10160565,0.99685628,0.92396209,13.39425126,0.99175816,1.28723443,10.19017394,0.9937235,1.02448219,12.63200654,0.99222719,1.26692588,3
5.49960273,0.99657199,0.98613425,11.27438175,0.9929825,1.29083488,9.76084818,0.99391932,1.03862938,14.18807718,0.99116893,1.35363802,3
4.59954411,0.99722341,0.91992965,10.20747596,0.99384712,1.24803704,7.99929389,0.99517373,0.98632933,10.42658964,0.99371504,1.24473791,3
6.22870383,0.9974082,1.04234356,15.27100923,0.99365458,1.42004547,11.30495663,0.99529829,1.15625,13.93931773,0.99420792,1.45557867,3
4.78812598,0.99750097,0.930193,13.34154251,0.99304691,1.32372956,9.38361796,0.99510456,1.02470791,10.59523713,0.99447818,1.24570563,3
4.18124016,0.99791561,0.85750293,10.48119904,0.99478202,1.2242787,8.21345807,0.99590793,0.98977304,10.79507565,0.99462576,1.2204851,3
4.71929094,0.99726444,0.89205545,9.53190281,0.9944822,1.21378061,6.74495115,0.9960926,0.97891522,9.66372488,0.99440589,1.24329889,3
5.93172614,0.99602651,0.95504914,12.31496022,0.9917626,1.27003765,9.62052028,0.99355903,1.00707649,13.20815973,0.99116514,1.29581061,3
3.6796646,0.99734758,0.91387038,10.4912973,0.99244846,1.26364028,7.75653244,0.9944121,0.98713576,8.67488937,0.99375589,1.23081901,3
2.56417777,0.9989565,0.67275487,6.17195435,0.99749175,1.0057754,3.74838136,0.99847539,0.78093939,5.56902183,0.99773678,0.98353528,3
3.81787081,0.99726214,0.8558348,7.285807,0.99478221,1.17334315,4.88180447,0.99650126,0.93721254,6.87857944,0.99507384,1.18120658,3
